lekon	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_english	nt_idn	nt_tapah	nt_comment	nt_xref	Concepticon_Gloss	Concepticon_ID	concept_url
1013. oetang	1013	oetang		schuld	debt	hutang	649	664	699	FALSE									DEBT	1914	https://concepticon.clld.org/parameters/1914
1015. mamajar	1015	mamajar		betalen	to pay	membayar	651	666	701	FALSE									PAY	718	https://concepticon.clld.org/parameters/718
1016. angafan	1016	angafan		verkopen	to sell	menjual	652	667	702	FALSE									SELL	1571	https://concepticon.clld.org/parameters/1571
1017/1018. mèralin	1017/1018	mèralin		lenen <unsp.>	borrow	pinjam	653	668	703	FALSE									BORROW	1823	https://concepticon.clld.org/parameters/1823
1019. mêngasilílíchau	1019	mêngasilílíchau		ruilen	to exchange	menukar	654	669	704	FALSE									EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
1020. oetiendo	1020	oetiendo		bieden	to offer	mempersembahkan	655	670	-	FALSE									DONATE	196	https://concepticon.clld.org/parameters/196
1021. galar	1021	galar		verpanden	to pawn	menggadaikan	656	671	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1025. dasing	1025	dasing		schaal	a pair of scales	timbangan	659	673	-	FALSE									SCALES (MEASURE INSTRUMENT)	2783	https://concepticon.clld.org/parameters/2783
1026. <8>	1026	sarepah	8	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sarepah		1 depah			see Tapah note nr. 18	LENGTH	2537	https://concepticon.clld.org/parameters/2537
1026. <8>	1026	angoeroeng	8	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			angoeroeng			angoeroeng			LENGTH	2537	https://concepticon.clld.org/parameters/2537
1026. <8>	1026	sau raloe-ap	8	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sau raloe-ap			satampòh			LENGTH	2537	https://concepticon.clld.org/parameters/2537
1026. <8>	1026	sau lar	8	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sau lar	one foot					LENGTH	2537	https://concepticon.clld.org/parameters/2537
1026. <8>	1026	sara ana' ka-ò	8	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sara ana' ka-ò	1 finger-width					LENGTH	2537	https://concepticon.clld.org/parameters/2537
1026-1028. <9>	1026-1028	sa sioe	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			sa sioe	distance between the tip of the 3rd finger and the elbow				see. Tapah note nr. 19		NA	
1026-1028. <9>	1026-1028	4 sioe = 1 sangawan	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			4 sioe = 1 sangawan							NA	
1026-1028. <9>	1026-1028	12 sangawan = 1 sakajoe	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			12 sangawan = 1 sakajoe							NA	
1026-1028. <9>	1026-1028	sareh	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			sareh				for foodstuffs			NA	
1026-1028. <9>	1026-1028	1 vêla = 1/2 êkal	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			1 vêla = 1/2 êkal							NA	
1026-1028. <9>	1026-1028	4 vêla = 1 arèh	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			4 vêla = 1 arèh							NA	
1026-1028. <9>	1026-1028	sanali = 16 sarèh	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			sanali = 16 sarèh							NA	
1026-1028. <9>	1026-1028	10 nali = 1 sakoentjò	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			10 nali = 1 sakoentjò							NA	
1026-1028. <9>	1026-1028	10 koentjo = hoeloe koentjo	9	maten en gewichten <unsp.>	weights and measures	bobot dan ukuran	660	674	-	FALSE			10 koentjo = hoeloe koentjo							NA	
1029/1030. kapal	1029/1030	kapal		schip <unsp.>	ship	kapal	661	675	-	FALSE		originally: <unps.>, which should be <unsp.> (typo)							SHIP	740	https://concepticon.clld.org/parameters/740
1031. kapal apoe-i	1031	kapal apoe-i		stoomboot	steamboat	kapal uap	662	676	-	FALSE									BOAT	1844	https://concepticon.clld.org/parameters/1844
1032. sambò	1032	sambò		sloep	rowboat	kapal (sampan)	663	677	-	FALSE									BOAT	1844	https://concepticon.clld.org/parameters/1844
1033. biloe, fògìh	1033	biloe, fògìh		prauw	proa, canoe	perahu	664	678	707	FALSE									CANOE	1970	https://concepticon.clld.org/parameters/1970
1035. tihang	1035	tihang		mast	mast	tiang perahu	665	679	709	FALSE									MAST	184	https://concepticon.clld.org/parameters/184
1037. lajal	1037	lajal		zeilen	to sail	berlayar	666	680	711	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
1038. amoeri	1038	amoeri		roer	rudder, helm	kemudi	667	681	712	FALSE									RUDDER	108	https://concepticon.clld.org/parameters/108
1040. sòlan	1040	sòlan		(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE									OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318
1042. malimei	1042	malimei		scheppen	to paddle	mengayuh	670	684	-	FALSE									PADDLE (MOVEMENT)	3668	https://concepticon.clld.org/parameters/3668
1043. bêsòlan	1043	bêsòlan		roeien	to row, to pull	mengayuh	669	683	715	TRUE	pull								ROW	1849	https://concepticon.clld.org/parameters/1849
1049. sahó	1049	sahó		anker	anchor	sauh	671	685	-	FALSE									ANCHOR	1870	https://concepticon.clld.org/parameters/1870
1050. rakit	1050	rakit		vlot	raft	rakit	672	686	721	FALSE									RAFT	1664	https://concepticon.clld.org/parameters/1664
1051. ló	1051	ló		haven	harbour	pelabuhan	673	687	-	FALSE									PORT	610	https://concepticon.clld.org/parameters/610
1052. machocho	1052	machocho		stranden, schipbreuklijden	to be wrecked	terdampar, kandas	676	691	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1053. ata si mêrêboet	1053	ata si mêrêboet		zeerover	pirate	bajak laut	677	692	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1061. afòfò	1061	afòfò		groot	great, big	besar	682	697	726	TRUE	big								BIG	1202	https://concepticon.clld.org/parameters/1202
1062. itò itò	1062	itò itò		klein	small	kecil	683	698	727	TRUE									SMALL	1246	https://concepticon.clld.org/parameters/1246
1063/1064. ataré	1063/1064	ataré		lang <unsp.>			684	699	728	FALSE										NA	
1065/1066. afiteu	1065/1066	afiteu		kort <unsp.>			685	700	729	FALSE										NA	
1067. matafeu	1067	matafeu		dik (van mens of dier)	big, fat	gemuk	686	701	730	TRUE	big								FAT (OBESE)	1279	https://concepticon.clld.org/parameters/1279
1068. mòfòriep	1068	mòfòriep		dik (van een levenloos voorwerp)	thick	tebal	686	701	730	TRUE									THICK	1244	https://concepticon.clld.org/parameters/1244
1070. machènong	1070	machènong		dun	thin	tipis	687	702	731	TRUE									FINE OR THIN	2157	https://concepticon.clld.org/parameters/2157
1071. machénong	1071	machénong		mager	thin, meagre, skinny	kurus	689	706	732	TRUE	thin								THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
1072-1074. tafeu tafeu	1072-1074	tafeu tafeu		ver <unsp.>	far	jauh	690	707	-	FALSE									FAR	1406	https://concepticon.clld.org/parameters/1406
1076. atêloe têloe	1076	atêloe têloe		dwerg, dwergachtig	dwarf	orang katai	692	709	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1079. maralòb	1079	maralòb		tam, mak	tame	jinak	-	703	738	FALSE									TAME	2838	https://concepticon.clld.org/parameters/2838
1080/1081. mata-oet	1080-1081	mata-oet		wild, schuw <unsp.>			-	704	739	FALSE										NA	
1082. ma-eufeu	1082	ma-eufeu		verlegen, beschaamd	shy, ashamed	malu	-	705	740	FALSE									SHY OR ASHAMED	3805	https://concepticon.clld.org/parameters/3805
1083/1084. afacha	1083/1084	afacha		diep <unsp.>	deep	dalam	693	710	741	FALSE									DEEP	1593	https://concepticon.clld.org/parameters/1593
1085/1086. afafòh	1085/1086	afafòh		ondiep <unspec.>	shallow	dangkal	694	711	742	FALSE									SHALLOW	193	https://concepticon.clld.org/parameters/193
1087. atas	1087	atas		hoog	high	tinggi	695	712	743	FALSE									HIGH OR TALL	2790	https://concepticon.clld.org/parameters/2790
1088. matêloe	1088	matêloe		laag	low	rendah	696	713	744	FALSE									LOW	721	https://concepticon.clld.org/parameters/721
1089. matoelòq	1089	matoelòq		recht	straight	lurus	697	714	745	TRUE									STRAIGHT	1404	https://concepticon.clld.org/parameters/1404
1090. agé-ó	1090	agé-ó		krom	crooked, bent	bengkok	698	715	746	FALSE									CROOKED	297	https://concepticon.clld.org/parameters/297
1096. malaja	1096	malaja		licht	light	ringan	722	739	752	FALSE									LIGHT (WEIGHT)	1052	https://concepticon.clld.org/parameters/1052
1097. oemiting	1097	oemiting		schuin	slanting, sloping	serong, miring	699	717	753	FALSE									SLANTED	3075	https://concepticon.clld.org/parameters/3075
1098. maharêng	1098	maharêng		scherp	sharp	tajam	700	718	754	TRUE									SHARP	1396	https://concepticon.clld.org/parameters/1396
1101. mala	1101	mala		hard	hard	keras	701	719	757	FALSE									HARD	1884	https://concepticon.clld.org/parameters/1884
1102. malêmbó	1102	malêmbó		week	weak	lembek, lemah	702	720	-	FALSE									WEAK	1601	https://concepticon.clld.org/parameters/1601
1104/1105. mahanas	1104/1105	mahanas		warm <unsp.>	hot	panas	703	721	759	FALSE									HOT OR WARM	2272	https://concepticon.clld.org/parameters/2272
1106/1107. marêpên	1106/1107	marêpên		koud <unsp.>	cold	dingin	704	722	760	FALSE									COLD	1287	https://concepticon.clld.org/parameters/1287
1109/1110. mambòl	1109/1110	mambòl		rond <unsp.>	round	bulat	705	723	762	FALSE									ROUND	1395	https://concepticon.clld.org/parameters/1395
1112. mesagoih	1112	mesagoih		vierkant	square	persegi	706	724	763	FALSE									SQUARE	850	https://concepticon.clld.org/parameters/850
1113. avêla	1113	avêla		breed	broad	luas, lebar	707	725	764	FALSE									BROAD	2531	https://concepticon.clld.org/parameters/2531
1115. sampih	1115	sampih		nauw	narrow	sempit	709	726	766	TRUE									NARROW	1267	https://concepticon.clld.org/parameters/1267
1116. afòfò	1116	afòfò		ruim, wijd	wide	luas	710	727	767	TRUE									WIDE	1243	https://concepticon.clld.org/parameters/1243
1117. mali	1117	mali		krachtig, sterk	strong	kokoh	711	728	768	FALSE									STRONG	785	https://concepticon.clld.org/parameters/785
1118. malèlè	1118	malèlè		zwak	weak	lemah	712	730	769	FALSE									WEAK	1601	https://concepticon.clld.org/parameters/1601
1119. malawan	1119	malawan		dapper	brave, bold	perkasa, gagah	-	729	770	FALSE									BRAVE	3	https://concepticon.clld.org/parameters/3
1121. leuw leuw	1121	leuw leuw		lui	lazy	malas	-	731	772	FALSE									LAZY	1564	https://concepticon.clld.org/parameters/1564
1125. mata-a	1125	mata-a		droog	dry	kering	713	732	776	TRUE									DRY	1398	https://concepticon.clld.org/parameters/1398
1127. afaseu	1127	afaseu		nat	wet	basah	714	733	778	TRUE									WET	1726	https://concepticon.clld.org/parameters/1726
1130. arí-ìn	1130	arí-ìn		goed	good	baik, bagus	715	734	781	TRUE									GOOD	1035	https://concepticon.clld.org/parameters/1035
1132-1135. arí-ìn	1132-1135	arí-ìn		mooi <unsp.>			716	735	783	FALSE										NA	
1136-1138. ta-at	1136-1138	ta-at		lelijk <unsp.>	ugly	jelek	717	736	784	FALSE									UGLY	1548	https://concepticon.clld.org/parameters/1548
1142. ba-òn ísí	1142	ba-òn ísí		leeg	empty	kosong	719	737	787	FALSE									EMPTY	1624	https://concepticon.clld.org/parameters/1624
1143. manoeh isiné	1143	manoeh isiné		vol	full	penuh	720	738	788	TRUE									FULL	1429	https://concepticon.clld.org/parameters/1429
1146/1147. tagoh	1146/1147	tagoh		vast <unsp.>	fixed	tetap	723	740	791	FALSE										NA	
1148/1149. machêtoe	1148/1149	machêtoe		los <unsp.>	loose	longgar	724	741	792	FALSE									LOOSE	2506	https://concepticon.clld.org/parameters/2506
1150. matoea	1150	matoea		oud	old	tua	725	742	793	TRUE									OLD	1229	https://concepticon.clld.org/parameters/1229
1152. mangoera	1152	mangoera		jong	young	muda	726	743	795	FALSE									YOUNG	1207	https://concepticon.clld.org/parameters/1207
1153. afaloe	1153	afaloe		nieuw	new	baru	727	744	796	TRUE									NEW	1231	https://concepticon.clld.org/parameters/1231
1154. missêkin	1154	missêkin		arm	poor	miskin	728	745	797	FALSE									POOR	1674	https://concepticon.clld.org/parameters/1674
1155. kajò	1155	kajò		welvarend	wealthy	kaya	729	746	798	FALSE									RICH	712	https://concepticon.clld.org/parameters/712
1156. maipang	1156	maipang		moe	tired	lelah	-	747	799	FALSE									TIRED	1757	https://concepticon.clld.org/parameters/1757
1159. bingòng	1159	bingòng		dom	dumb	bodoh	732	750	802	FALSE									DUMB	1492	https://concepticon.clld.org/parameters/1492
1160. sêrdi	1160	sêrdi		knap	clever	pandai	733	751	803	FALSE									CLEVER	1310	https://concepticon.clld.org/parameters/1310
1161. mamè	1161	mamè		zoet	sweet	manis	737	755	804	FALSE									SWEET	717	https://concepticon.clld.org/parameters/717
1162. masin	1162	masin		zuur	sour	kecut, masam	738	756	805	FALSE									SOUR	1906	https://concepticon.clld.org/parameters/1906
1163. mahéré	1163	mahéré		bitter	bitter	pahit	739	757	806	FALSE									BITTER	887	https://concepticon.clld.org/parameters/887
1166. masin	1166	masin		zout, ziltig (bijvnw)	salty	asin	741	759	808	FALSE									SALTY	1091	https://concepticon.clld.org/parameters/1091
1167. ònding	1167	ònding		wit	white	putih	742	760	809	TRUE									WHITE	1335	https://concepticon.clld.org/parameters/1335
1168. métêm	1168	métêm		zwart	black	hitam	743	761	810	TRUE									BLACK	163	https://concepticon.clld.org/parameters/163
1169. afala	1169	afala		rood	red	merah	744	762	811	TRUE									RED	156	https://concepticon.clld.org/parameters/156
1171. koenèng	1171	koenèng		geel	yellow	kuning	746	764	813	TRUE									YELLOW	1424	https://concepticon.clld.org/parameters/1424
1173. idjoe	1173	idjoe		groen	green	hijau	748	766	815	TRUE									GREEN	1425	https://concepticon.clld.org/parameters/1425
1174. machawali	1174	machawali		zoeken	to look for	mencari	749	767	816	FALSE									LOOK FOR	1468	https://concepticon.clld.org/parameters/1468
1175. masiboecha	1175	masiboecha		vinden	to find	menemukan	750	768	817	FALSE									FIND	719	https://concepticon.clld.org/parameters/719
1176. mamèrò-í	1176	mamèrò-í		geven	to give	memberikan	751	769	818	TRUE	give								GIVE	1447	https://concepticon.clld.org/parameters/1447
1179. ambih	1179	ambih		nemen	to take	mengambil	752	770	821	FALSE									TAKE	1749	https://concepticon.clld.org/parameters/1749
1180. ambih	1180	ambih		halen	to get	pergi mengambil	755	773	822	FALSE									GET	694	https://concepticon.clld.org/parameters/694
1193. dêndêmman	1193	dêndêmman		kennen	to know	tahu, mengetahui kenal	753	771	835	TRUE	know, to								KNOW	3626	https://concepticon.clld.org/parameters/3626
1194. píkír	1194	píkír		denken	to think	berpikir	150	155	836	TRUE	think, to								THINK	2271	https://concepticon.clld.org/parameters/2271
1195. moe ilah	1195	moe ilah		weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to								KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410
1196. moerêndêm	1196	moerêndêm		zich herinneren	to remember	mengingat, mengenang	152	157	838	FALSE									REMEMBER	707	https://concepticon.clld.org/parameters/707
1197. maliemboeh	1197	maliemboeh		vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE									FORGET	1523	https://concepticon.clld.org/parameters/1523
1198. moekir	1198	moekir		ontkennen	to deny	menyangkal	154	159	840	FALSE									DENY	755	https://concepticon.clld.org/parameters/755
1199. daǐ	1199	daǐ		bekennen	to confess	mengaku	155	160	841	FALSE									ADMIT	2022	https://concepticon.clld.org/parameters/2022
1200. moeta-òn	1200	moeta-òn		zwijgen	to be silent	diam	156	161	842	FALSE									BE SILENT	48	https://concepticon.clld.org/parameters/48
1201. kòmè kòmè	1201	kòmè kòmè		prevelen	to mumble	komat-kamit	157	162	-	FALSE									MUMBLE	128	https://concepticon.clld.org/parameters/128
1202. bitjaró	1202	bitjaró		spreken	to speak	berbicara	132	134	843	TRUE	speak								SPEAK	1623	https://concepticon.clld.org/parameters/1623
1203. mènanga nanga	1203	mènanga nanga		zingen	to sing	bernyanyi	146	151	844	TRUE	sing								SING	1261	https://concepticon.clld.org/parameters/1261
1206. ifalan	1206	ifalan		roepen	to call	memanggil	147	152	847	FALSE									CALL	1084	https://concepticon.clld.org/parameters/1084
1208. sèmboeh	1208	sèmboeh		kunnen	to be able to	dapat, sanggup	754	772	849	FALSE									BE ABLE	972	https://concepticon.clld.org/parameters/972
1210. goemasa	1210	goemasa		werken	to work	bekerja	756	774	851	TRUE	work								WORK (ACTIVITY)	1086	https://concepticon.clld.org/parameters/1086
1211. ni-èsan	1211	ni-èsan		dragen (op de schouder)	to shoulder	memikul	130	132	852	FALSE									CARRY ON SHOULDER	413	https://concepticon.clld.org/parameters/413
1212. nisoen	1212	nisoen		dragen (op het hoofd)	to carry on the head	menjunjung (di atas kepala)	130	132	852	FALSE		originally: menjujung (typo).							CARRY ON HEAD	414	https://concepticon.clld.org/parameters/414
1213. nichêmbìh	1213	nichêmbìh		dragen (aan de hangende hand)	to carry something hanging from the hand	menjinjing	130	132	852	FALSE										NA	https://concepticon.clld.org/parameters/NA
1214. nisêlat aling aling	1214	nisêlat aling aling		dragen (op de heup)	to carry on the hip	menggendong, mendukung	130	132	852	FALSE										NA	https://concepticon.clld.org/parameters/NA
1215. nísìngkìp	1215	nísìngkìp		dragen (onder de oksel)	to carry under the arm	mengepit	-	132	852	FALSE									CARRY UNDER ARM	415	https://concepticon.clld.org/parameters/415
1216. nisênkêm	1216	nisênkêm		dragen (in de hand)	to carry in the hand	membawa (menggenggam)	-	132	852	FALSE									CARRY IN HAND	412	https://concepticon.clld.org/parameters/412
1220. nitìtìh	1220	nitìtìh		dragen (op de rug)	to carry on the back	memikul (di punggung)	130	132	-	FALSE									CARRY ON BACK	465	https://concepticon.clld.org/parameters/465
1221. niangìp	1221	niangìp		dragen (voor de buik)	to carry in front of oneself	menggendong di muka (memeluk)	130	132	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1222. moe ènèngi, afajoe	1222	moe ènèngi, afajoe		waken	to wake, to watch	berjaga (dgn. sengaja tidak tidur)	757	775	853	FALSE									WAKE UP	1602	https://concepticon.clld.org/parameters/1602
1225. meneucheu neucheu	1225	meneucheu neucheu		loeren	to spy	mengintai	758	776	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1227. ma ngèngêl	1227	ma ngèngêl		horen	to hear	mendengar	-	777	856	TRUE	hear								HEAR	1408	https://concepticon.clld.org/parameters/1408
1228. mangèna	1228	mangèna		zien	to see	melihat	-	778	857	TRUE									SEE	1409	https://concepticon.clld.org/parameters/1409
1229. mangakeu	1229	mangakeu		ruiken	to smell	mencium	-	779	858	TRUE	smell								SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
1233. maniòchan	1233	maniòchan		slurpen	to slurp	menghirup	-	780	862	FALSE									CONSUME (DRINK OR EAT)	2787	https://concepticon.clld.org/parameters/2787
1234. mangisi ingòl	1234	mangisi ingòl		snuiten	to blow the nose	membuang ingus	-	781	-	FALSE									BLOW (WITH NOSE)	2679	https://concepticon.clld.org/parameters/2679
1237. mangaròq	1237	mangaròq		snuiven	to sniff	mengendus	-	782	-	FALSE									SNIFF	375	https://concepticon.clld.org/parameters/375
1239. bangsi	1239	bangsi		haten	to hate	benci	159	164	-	FALSE									HATE	1607	https://concepticon.clld.org/parameters/1607
1242. maniendòh	1242	maniendòh		wensen	to wish	mengharapkan	772	798	-	FALSE									DESIRE	2117	https://concepticon.clld.org/parameters/2117
1245. boe-èh	1245	boe-èh		openen	to open	membuka	760	784	868	FALSE									OPEN	1156	https://concepticon.clld.org/parameters/1156
1246. langkop	1246	langkop		dicht doen	to close	menutup	761	785	869	FALSE									SHUT	1046	https://concepticon.clld.org/parameters/1046
1251. êna	1251	êna		raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit								HIT	1433	https://concepticon.clld.org/parameters/1433
1253-1255. alêka	1253-1255	alêka		breken <unsp.>			764	788	876	FALSE										NA	
1259. mangìsì	1259	mangìsì		knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze								SQUEEZE	1414	https://concepticon.clld.org/parameters/1414
1260/1261. mòni	1260/1261	mòni		beginnen <unsp.>	to start	mulai	765	790	879	FALSE									START	3449	https://concepticon.clld.org/parameters/3449
1262/1263. ta-òn	1262/1263	ta-òn		eindigen <unsp.>	to end	berakhir	766	791	880	FALSE									CEASE OR FINISH	2115	https://concepticon.clld.org/parameters/2115
1264. mamérit	1264	mamérit		binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie								TIE	1917	https://concepticon.clld.org/parameters/1917
1265. siempên	1265	siempên		verbergen (iets)	to hide (something to hide)	menyembunyikan (sesuatu)	768	793	882	FALSE									HIDE (CONCEAL)	602	https://concepticon.clld.org/parameters/602
1267. toetoe	1267	toetoe		vragen	to ask	bertanya	148	153	884	FALSE									ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309
1268. araja	1268	araja		antwoorden	to answer	menjawab	149	154	885	FALSE									ANSWER	1275	https://concepticon.clld.org/parameters/1275
1269. toetoe	1269	toetoe		vragen om iets	to ask for	meminta	769	794	886	FALSE									ASK (REQUEST)	1828	https://concepticon.clld.org/parameters/1828
1270. ba némba	1270	ba némba		weigeren	to refuse	menolak	770	795	887	FALSE									REFUSE	49	https://concepticon.clld.org/parameters/49
1272. doesta	1272	doesta		liegen	to tell lies	berdusta	-	797	889	FALSE									LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601
1277. atoetoeng	1277	atoetoeng		branden (onoverg.)	to burn (intr.)	sedang terbakar (intr.)	759	783	894	TRUE	burn								BURNING	1428	https://concepticon.clld.org/parameters/1428
1278. manòb	1278	manòb		graven	to dig	menggali	773	799	895	TRUE	dig								DIG	1418	https://concepticon.clld.org/parameters/1418
1284. bêsang	1284	bêsang		aankomen	to arrive	tiba	674	688	901	FALSE									ARRIVE	1387	https://concepticon.clld.org/parameters/1387
1286. malei-al	1286	malei-al		vertrekken	to depart	berangkat	675	690	903	FALSE									LEAVE	1752	https://concepticon.clld.org/parameters/1752
1291. mifabòt, babot	1291	mifabòt, babot		slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit								STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
1292. malalah	1292	malalah		wreken	to take revenge	membalas dendam	681	696	908	FALSE									REVENGE	495	https://concepticon.clld.org/parameters/495
1293. <10>	1293	mésa	10	een	one	satu	870	885	909	TRUE			mésa				people		ONE	1493	https://concepticon.clld.org/parameters/1493
1293. <10>	1293	sara	10	een	one	satu	870	885	909	TRUE			sara				animals		ONE	1493	https://concepticon.clld.org/parameters/1493
1293. <10>	1293	sa-ò	10	een	one	satu	870	885	909	TRUE			sa-ò				objects		ONE	1493	https://concepticon.clld.org/parameters/1493
1294. <11>	1294	darò	11	twee	two	dua	871	886	910	TRUE			darò				people		TWO	1498	https://concepticon.clld.org/parameters/1498
1294. <11>	1294	doea	11	twee	two	dua	871	886	910	TRUE			doea				animals		TWO	1498	https://concepticon.clld.org/parameters/1498
1294. <11>	1294	doevò	11	twee	two	dua	871	886	910	TRUE			doevò				objects		TWO	1498	https://concepticon.clld.org/parameters/1498
1295. <12>	1295	datêloe	12	drie	three	tiga	872	887	911	TRUE			datêloe				people		THREE	492	https://concepticon.clld.org/parameters/492
1295. <12>	1295	têloe	12	drie	three	tiga	872	887	911	TRUE			têloe				animals		THREE	492	https://concepticon.clld.org/parameters/492
1295. <12>	1295	têloevò	12	drie	three	tiga	872	887	911	TRUE			têloevò				objects		THREE	492	https://concepticon.clld.org/parameters/492
1296. <13>	1296	dahat	13	vier	four	empat	873	888	912	TRUE		enpat (typo)	dahat				people		FOUR	1500	https://concepticon.clld.org/parameters/1500
1296. <13>	1296	a-at	13	vier	four	empat	873	888	912	TRUE		enpat (typo)	a-at				animals		FOUR	1500	https://concepticon.clld.org/parameters/1500
1296. <13>	1296	atavò	13	vier	four	empat	873	888	912	TRUE		enpat (typo)	atavò				objects		FOUR	1500	https://concepticon.clld.org/parameters/1500
1297. <14>	1297	dalima	14	vijf	five	lima	874	889	913	TRUE			dalima				people		FIVE	493	https://concepticon.clld.org/parameters/493
1297. <14>	1297	lima	14	vijf	five	lima	874	889	913	TRUE			lima				animals		FIVE	493	https://concepticon.clld.org/parameters/493
1297. <14>	1297	limavò	14	vijf	five	lima	874	889	913	TRUE			limavò				objects		FIVE	493	https://concepticon.clld.org/parameters/493
1298. <15>	1298	danêm	15	zes	six	enam	875	890	914	TRUE			danêm				people		SIX	1703	https://concepticon.clld.org/parameters/1703
1298. <15>	1298	ênêm	15	zes	six	enam	875	890	914	TRUE			ênêm				animals		SIX	1703	https://concepticon.clld.org/parameters/1703
1298. <15>	1298	nêmavò	15	zes	six	enam	875	890	914	TRUE			nêmavò				objects		SIX	1703	https://concepticon.clld.org/parameters/1703
1299. <16>	1299	da itoe	16	zeven	seven	tujuh	876	891	915	TRUE			da itoe				people		SEVEN	1704	https://concepticon.clld.org/parameters/1704
1299. <16>	1299	itoe	16	zeven	seven	tujuh	876	891	915	TRUE			itoe				animals		SEVEN	1704	https://concepticon.clld.org/parameters/1704
1299. <16>	1299	itoevò	16	zeven	seven	tujuh	876	891	915	TRUE			itoevò				objects		SEVEN	1704	https://concepticon.clld.org/parameters/1704
1300. <17>	1300	da wòloe	17	acht	eight	delapan	877	892	916	TRUE			da wòloe				people		EIGHT	1705	https://concepticon.clld.org/parameters/1705
1300. <17>	1300	òloe	17	acht	eight	delapan	877	892	916	TRUE			òloe				animals		EIGHT	1705	https://concepticon.clld.org/parameters/1705
1300. <17>	1300	òloevò	17	acht	eight	delapan	877	892	916	TRUE			òloevò				objects		EIGHT	1705	https://concepticon.clld.org/parameters/1705
1301. <18>	1301	da sioe-a	18	negen	nine	sembilan	878	893	917	TRUE			da sioe-a				people		NINE	1483	https://concepticon.clld.org/parameters/1483
1301. <18>	1301	sioe-a	18	negen	nine	sembilan	878	893	917	TRUE			sioe-a				animals		NINE	1483	https://concepticon.clld.org/parameters/1483
1301. <18>	1301	sioe-avò	18	negen	nine	sembilan	878	893	917	TRUE			sioe-avò				objects		NINE	1483	https://concepticon.clld.org/parameters/1483
1302. <19>	1302	dahoeloe	19	tien	ten	sepuluh	879	894	918	TRUE			dahoeloe				people		TEN	1515	https://concepticon.clld.org/parameters/1515
1302. <19>	1302	hoeloe	19	tien	ten	sepuluh	879	894	918	TRUE			hoeloe				animals		TEN	1515	https://concepticon.clld.org/parameters/1515
1302. <19>	1302	ban	19	tien	ten	sepuluh	879	894	918	TRUE			ban				objects		TEN	1515	https://concepticon.clld.org/parameters/1515
1303. <20>	1303	sara ílǐn	20	elf	eleven	sebelas	880	895	919	TRUE			sara ílǐn				people		ELEVEN	1706	https://concepticon.clld.org/parameters/1706
1303. <20>	1303	sara ílìn	20	elf	eleven	sebelas	880	895	919	TRUE			sara ílìn				animals		ELEVEN	1706	https://concepticon.clld.org/parameters/1706
